insider_name,title,type,security,shares,price,value,code,filing_date
Rahe Maribeth S,Unknown,Sell,Common Stock,626.0,24.26,15186.76,A,2025-07-02
Arvia Anne L,Unknown,Sell,Common Stock,626.0,24.26,15186.76,A,2025-07-02
Porter Andre T,Unknown,Sell,Common Stock,412.0,24.26,9995.12,A,2025-07-02
MORRIS DAWN C,Unknown,Sell,Common Stock,787.0,24.15,19006.05,S,2025-05-30
OBRIEN THOMAS MURRAY,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
kramer william j,Unknown,Sell,Common Stock,2957.0,25.52,75462.64,A,2025-05-28
DAVIS CLAUDE E,Unknown,Sell,Common Stock,2957.0,25.52,75462.64,A,2025-05-28
kramer william j,Unknown,Sell,Common Stock,2957.0,25.52,75462.64,A,2025-05-28
MORRIS DAWN C,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
Arvia Anne L,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
Porter Andre T,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
Rahe Maribeth S,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
Warzala Gary W,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
DAVIS CLAUDE E,Unknown,Sell,Common Stock,2957.0,25.52,75462.64,A,2025-05-28
Berta Vince,Unknown,Sell,Common Stock,2957.0,24.52,72505.64,A,2025-05-28
MORRIS DAWN C,Unknown,Sell,Common Stock,880.0,23.38,20574.4,S,2025-05-05
Booth Cynthia O,Unknown,Sell,Common Stock,18609.0,22.91,426332.19,S,2025-04-30
Rahe Maribeth S,Unknown,Sell,Common Stock,600.0,24.98,14988.0,A,2025-04-02
Porter Andre T,Unknown,Sell,Common Stock,600.0,24.98,14988.0,A,2025-04-02
Booth Cynthia O,Unknown,Sell,Common Stock,300.0,24.98,7494.0,A,2025-04-02
Arvia Anne L,Unknown,Sell,Common Stock,600.0,24.98,14988.0,A,2025-04-02
Shank James R,Chief Internal Auditor,Sell,Common Stock,7600.0,24.92,189392.0,S,2025-03-19
Neeley Amanda N,"EVP, Chief Strategy Officer",Sell,Common Stock,1032.0,25.45,26264.4,F,2025-03-10
ANDERSON JAMES M,Chief Financial Officer,Sell,Common Stock,1447.0,25.45,36826.15,F,2025-03-10
ANDERSON JAMES M,Chief Financial Officer,Sell,Common Stock,1173.0,25.45,29852.85,F,2025-03-10
Crawley Scott T,Controller & Prin Actg Officer,Sell,Common Stock,854.0,25.45,21734.3,F,2025-03-10
Crawley Scott T,Controller & Prin Actg Officer,Sell,Common Stock,697.0,25.45,17738.65,F,2025-03-10
